City,Country_code,Lat,Lng,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Preassure,Sea Level (ft)
eydhafushi,mv,5.030287181054234,5.030287181054234,83.77,73.0,100.0,6.24,1012.0,1012.0
cochrane,ca,50.1328469788653,50.1328469788653,34.32,55.0,90.0,8.05,1015.0,
oistins,bb,12.36399873642712,12.36399873642712,78.8,69.0,40.0,17.27,1012.0,
kysyl-syr,ru,61.793368137851445,61.793368137851445,30.34,67.0,100.0,7.56,1021.0,1021.0
mwinilunga,zm,-11.089170992821323,-11.089170992821323,70.7,68.0,16.0,6.96,1014.0,1014.0
kuminskiy,ru,58.349335572238545,58.349335572238545,53.96,41.0,73.0,7.65,1007.0,1007.0
haimen,cn,22.206014396323965,22.206014396323965,77.0,78.0,75.0,6.71,1014.0,
hadejia,ng,12.293039537427305,12.293039537427305,88.47,10.0,5.0,9.17,1008.0,1008.0
mogocha,ru,53.75560541693176,53.75560541693176,34.68,62.0,100.0,11.81,1004.0,1004.0
kefamenanu,id,-9.189169683771595,-9.189169683771595,82.89,50.0,21.0,3.98,1010.0,1010.0
aguimes,es,24.552335116104203,24.552335116104203,63.79,63.0,40.0,5.75,1012.0,
jiuquan,cn,41.94313249488607,41.94313249488607,71.71,7.0,97.0,33.31,1014.0,1014.0
srandakan,id,-14.962999172840384,-14.962999172840384,83.75,63.0,53.0,13.15,1010.0,1010.0
dabat,et,13.487355736026416,13.487355736026416,65.5,43.0,12.0,3.04,1014.0,1014.0
moree,au,-29.10888173228433,-29.10888173228433,78.8,31.0,40.0,3.44,1021.0,
birzai,lt,56.399884917226984,56.399884917226984,40.42,60.0,15.0,4.85,1017.0,1017.0
tharad,in,24.19945464136343,24.19945464136343,101.26,17.0,90.0,9.64,1010.0,1010.0
akdepe,tm,42.59273512224931,42.59273512224931,84.29,18.0,0.0,9.22,1012.0,
huambo,ao,-13.363204678877722,-13.363204678877722,66.09,69.0,6.0,3.2,1014.0,1014.0
ilabaya,pe,-17.379243192523703,-17.379243192523703,61.3,58.0,93.0,0.69,1016.0,1016.0
marion,us,40.57782980218829,40.57782980218829,71.08,60.0,90.0,17.27,1012.0,
gambo,ca,48.74205325963578,48.74205325963578,73.2,91.0,100.0,1.97,1011.0,1011.0
maiduguri,ng,12.423731053731998,12.423731053731998,89.82,12.0,39.0,13.35,1008.0,1008.0
gopalpur,in,17.884276258885123,17.884276258885123,90.57,63.0,5.0,18.01,1008.0,1008.0
jacareacanga,br,-6.172867724566046,-6.172867724566046,71.87,99.0,100.0,1.07,1010.0,1010.0
black river,jm,16.47616451972823,16.47616451972823,76.21,65.0,20.0,1.14,1013.0,
pemba,mz,-12.857811664871434,-12.857811664871434,80.26,89.0,40.0,2.3,1014.0,
ibaiti,br,-23.967504292948036,-23.967504292948036,50.92,96.0,0.0,2.17,1016.0,1016.0
bahia honda,cu,23.280182170373905,23.280182170373905,73.09,77.0,0.0,8.81,1016.0,1016.0
karatau,kz,42.92373712984252,42.92373712984252,84.85,20.0,0.0,4.12,1014.0,1014.0
phangnga,th,9.31249744667545,9.31249744667545,89.04,70.0,20.0,9.22,1010.0,
kesinga,in,20.20757601821981,20.20757601821981,107.01,6.0,23.0,7.07,1008.0,1008.0
kiomboi,tz,-4.06224523495591,-4.06224523495591,69.39,68.0,45.0,6.11,1014.0,1014.0
maymyo,mm,21.58624738418682,21.58624738418682,93.2,49.0,75.0,8.05,1011.0,
witu,ke,-2.0349259896080696,-2.0349259896080696,87.06,62.0,80.0,8.46,1012.0,1012.0
akyab,mm,17.41364820140332,17.41364820140332,86.77,65.0,3.0,15.52,1009.0,1009.0
silvia,co,2.545956896222606,2.545956896222606,50.99,98.0,100.0,1.48,1017.0,1017.0
domnesti,ro,44.426387892380205,44.426387892380205,40.86,96.0,100.0,2.17,1018.0,1018.0
porlamar,ve,10.97111402457125,10.97111402457125,66.2,89.0,100.0,12.66,1011.0,
kapuskasing,ca,50.346598145479845,50.346598145479845,38.3,75.0,100.0,2.3,1015.0,
sarakhs,ir,36.2232431283327,36.2232431283327,82.4,42.0,9.0,4.61,1015.0,
leh,in,35.79632622828409,35.79632622828409,46.06,27.0,7.0,2.55,1024.0,1024.0
cadillac,us,44.4711408085052,44.4711408085052,50.0,93.0,75.0,4.61,1008.0,
san policarpo,ph,15.835794918027318,15.835794918027318,81.72,69.0,59.0,9.33,1011.0,1011.0
rigaud,ca,45.36203568547009,45.36203568547009,49.62,65.0,100.0,0.89,1012.0,
kangaatsiaq,gl,68.45898897005489,68.45898897005489,30.78,88.0,57.0,3.62,1036.0,1036.0
anqiu,cn,36.2960345623637,36.2960345623637,70.34,22.0,17.0,3.98,1014.0,1014.0
new braunfels,us,29.72318780348816,29.72318780348816,73.92,83.0,90.0,17.27,1008.0,
yamada,jp,39.19341216164233,39.19341216164233,63.1,58.0,100.0,7.92,1016.0,1016.0
tuljapur,in,17.886436404810098,17.886436404810098,99.01,14.0,6.0,3.74,1009.0,1009.0
alzamay,ru,55.6705313940281,55.6705313940281,40.91,91.0,100.0,5.08,1017.0,1017.0
gao,ml,16.959147299422526,16.959147299422526,90.39,13.0,0.0,8.41,1007.0,1007.0
kholmogory,ru,64.33174537767502,64.33174537767502,32.0,59.0,75.0,4.47,1007.0,
conceicao da barra,br,-18.97632225085674,-18.97632225085674,70.93,88.0,95.0,3.36,1013.0,1013.0
maragogi,br,-14.174022687898187,-14.174022687898187,75.43,89.0,53.0,2.33,1011.0,1011.0
khadro,pk,26.214111555485474,26.214111555485474,103.51,11.0,0.0,14.9,1009.0,1009.0
port macquarie,au,-32.97335662010234,-32.97335662010234,67.96,69.0,100.0,6.93,1020.0,
savannah bight,hn,17.580820308696318,17.580820308696318,80.01,87.0,100.0,3.0,1014.0,
nikolayevsk-na-amure,ru,53.40333774145324,53.40333774145324,42.87,78.0,100.0,7.83,1011.0,1011.0
homnabad,in,17.660240300164574,17.660240300164574,99.32,15.0,5.0,5.77,1009.0,1009.0
mandera,ke,5.291148854449801,5.291148854449801,88.39,52.0,0.0,10.09,1012.0,1012.0
winston-salem,us,36.26951158972361,36.26951158972361,61.88,79.0,64.0,7.25,1019.0,
tyazhinskiy,ru,56.30514885642938,56.30514885642938,40.98,99.0,100.0,8.95,1006.0,1006.0
indramayu,id,-5.613158646750321,-5.613158646750321,84.92,65.0,97.0,10.42,1010.0,1010.0
wajima,jp,37.25515640151286,37.25515640151286,57.2,94.0,75.0,17.27,1016.0,
shangrao,cn,28.396077682689835,28.396077682689835,64.08,96.0,100.0,2.64,1016.0,1016.0
tsumeb,na,-18.868973878785923,-18.868973878785923,57.2,82.0,0.0,3.44,1020.0,
muzhi,ru,65.8619771223546,65.8619771223546,35.13,87.0,86.0,3.18,1003.0,1003.0
velikiy ustyug,ru,60.82933769180383,60.82933769180383,41.16,80.0,100.0,6.29,1004.0,1004.0
bennettsville,us,34.436290559444004,34.436290559444004,64.53,82.0,1.0,5.75,1020.0,
tulum,mx,18.853427279660366,18.853427279660366,75.51,90.0,89.0,4.83,1014.0,1014.0
pointe-noire,gp,16.566425429407815,16.566425429407815,75.2,94.0,20.0,3.44,1008.0,
pakdasht,ir,35.45248442722625,35.45248442722625,79.83,19.0,75.0,4.61,1017.0,
bajil,ye,15.521032046248692,15.521032046248692,89.11,51.0,36.0,5.26,1011.0,1011.0
gilgit,pk,36.327616612334324,36.327616612334324,65.7,29.0,0.0,1.32,1025.0,1025.0
kyabe,td,10.345544587833032,10.345544587833032,90.23,39.0,95.0,3.87,1008.0,1008.0
songea,tz,-11.659933916858165,-11.659933916858165,68.0,94.0,75.0,2.3,1018.0,
payo,ph,17.928961940265523,17.928961940265523,92.79,45.0,100.0,3.29,1009.0,1009.0
sao gabriel da cachoeira,br,-0.9877157784451498,-0.9877157784451498,71.46,99.0,100.0,0.43,1010.0,1010.0
winnemucca,us,41.38668408625756,41.38668408625756,37.4,60.0,1.0,6.91,1023.0,
togur,ru,60.366135440273354,60.366135440273354,50.0,80.0,100.0,2.77,1004.0,1004.0
ludvika,se,60.334199129638904,60.334199129638904,36.19,64.0,0.0,3.44,1014.0,
mananjary,mg,-21.864854827688205,-21.864854827688205,78.71,74.0,2.0,4.07,1018.0,1018.0
macamic,ca,49.30977667195816,49.30977667195816,30.2,80.0,20.0,5.3,1014.0,
menongue,ao,-15.70110385607336,-15.70110385607336,71.42,57.0,5.0,5.03,1014.0,1014.0
paciran,id,-5.772020728094148,-5.772020728094148,85.19,63.0,44.0,6.6,1010.0,1010.0
tooele,us,40.38619152222654,40.38619152222654,42.69,76.0,1.0,4.61,1020.0,
chavakkad,in,10.11770744329715,10.11770744329715,91.78,55.0,40.0,5.75,1010.0,
abatskoye,ru,56.54727413139827,56.54727413139827,60.78,26.0,72.0,14.85,1009.0,1009.0
muskegon,us,43.49827665521764,43.49827665521764,57.07,55.0,75.0,8.05,1007.0,
snasa,no,63.72706562067091,63.72706562067091,35.6,87.0,75.0,2.3,1016.0,
mutoko,zw,-17.58699948179975,-17.58699948179975,72.21,51.0,8.0,5.68,1017.0,1017.0
margaride,pt,41.359869411008106,41.359869411008106,54.3,90.0,97.0,0.16,1005.0,
boende,cd,-1.2591965839131802,-1.2591965839131802,77.81,83.0,100.0,1.5,1010.0,1010.0
genhe,cn,51.97948049475963,51.97948049475963,43.99,42.0,100.0,5.86,996.0,996.0
vrangel,ru,41.88011890964191,41.88011890964191,46.9,80.0,44.0,5.82,1008.0,1008.0
anchorage,us,63.701811520998376,63.701811520998376,46.58,49.0,1.0,2.89,1003.0,
sohag,eg,25.82959483466017,25.82959483466017,69.8,37.0,0.0,6.91,1012.0,
wabana,ca,46.680598810308055,46.680598810308055,40.51,93.0,90.0,4.61,1011.0,
bloomsburg,us,41.25302862217703,41.25302862217703,54.07,83.0,24.0,4.03,1034.0,
beauvais,fr,49.60228236578837,49.60228236578837,41.0,100.0,14.0,3.44,1003.0,
sibut,cf,5.679717608226582,5.679717608226582,78.39,73.0,99.0,4.72,1010.0,1010.0
yuzhno-sukhokumsk,ru,44.702136285170724,44.702136285170724,62.6,45.0,15.0,8.32,1018.0,1018.0
santa cruz del sur,cu,20.200055625462895,20.200055625462895,74.25,80.0,0.0,12.39,1014.0,1014.0
ventspils,lv,57.916475000900675,57.916475000900675,39.2,93.0,40.0,5.75,1016.0,
roebourne,au,-23.88653321411377,-23.88653321411377,92.1,19.0,0.0,7.54,1013.0,1013.0
sagasa,ph,10.467214054127695,10.467214054127695,86.38,62.0,100.0,11.86,1010.0,1010.0
shieli,kz,45.71154683260133,45.71154683260133,90.84,9.0,0.0,2.28,1013.0,1013.0
abbeville,us,28.61855988922231,28.61855988922231,46.06,81.0,100.0,4.61,1004.0,
amli,in,20.415401878288677,20.415401878288677,101.77,23.0,0.0,8.77,1010.0,1010.0
kananga,cd,-6.392352280467179,-6.392352280467179,76.46,78.0,24.0,4.63,1011.0,1011.0
ende,id,-8.876645768806782,-8.876645768806782,84.78,55.0,12.0,3.02,1010.0,1010.0
biltine,td,15.783731985167464,15.783731985167464,89.62,11.0,20.0,22.19,1009.0,1009.0
santa cecilia,br,-26.882655185877084,-26.882655185877084,41.43,87.0,6.0,0.78,1019.0,1019.0
barberino di mugello,it,44.12959949834121,44.12959949834121,52.3,88.0,75.0,1.14,1007.0,
puerto colombia,co,13.611791157615514,13.611791157615514,78.8,83.0,75.0,8.05,1010.0,
abilene,us,32.57414458141055,32.57414458141055,71.19,78.0,90.0,9.22,1007.0,
gonen,tr,40.25939187709116,40.25939187709116,56.44,88.0,0.0,1.1,1013.0,
siverek,tr,37.837254747691176,37.837254747691176,73.4,31.0,0.0,6.91,1017.0,
parry sound,ca,45.6382395248128,45.6382395248128,48.2,87.0,100.0,4.65,1011.0,
bafq,ir,31.5308377118875,31.5308377118875,87.85,15.0,100.0,2.53,1011.0,1011.0
palasbari,in,25.87258380631124,25.87258380631124,86.0,48.0,40.0,8.41,1010.0,
teahupoo,pf,-19.25675931398132,-19.25675931398132,78.4,78.0,20.0,4.61,1014.0,
daltenganj,in,23.989059914622104,23.989059914622104,107.1,4.0,0.0,8.9,1008.0,1008.0
lewiston,us,46.24836564339242,46.24836564339242,43.03,49.0,1.0,4.61,1013.0,
irituia,br,-1.9715186641752922,-1.9715186641752922,71.8,98.0,100.0,1.52,1009.0,1009.0
lamont,ca,53.53154007416987,53.53154007416987,52.72,36.0,1.0,3.4,1018.0,
banes,cu,21.89865040825501,21.89865040825501,71.6,94.0,20.0,9.22,1015.0,
uvinza,tz,-4.841285440563581,-4.841285440563581,72.18,86.0,67.0,7.36,1014.0,1014.0
popondetta,pg,-8.403424094371118,-8.403424094371118,80.2,81.0,100.0,2.86,1010.0,1010.0
paragominas,br,-3.7582021466615316,-3.7582021466615316,71.42,98.0,87.0,1.61,1009.0,1009.0
phanat nikhom,th,13.427521006506012,13.427521006506012,90.16,71.0,100.0,6.85,1007.0,
kuntaur,gm,13.654007875287306,13.654007875287306,74.91,31.0,57.0,5.14,1009.0,1009.0
lima,pe,-14.490317859221065,-14.490317859221065,62.87,94.0,90.0,6.91,1013.0,
poli,cm,8.565632850658588,8.565632850658588,67.84,100.0,75.0,11.5,1021.0,
san javier,bo,-16.249379991660618,-16.249379991660618,59.47,100.0,0.0,2.73,1007.0,
sao felix do xingu,br,-8.826762432819109,-8.826762432819109,70.56,99.0,100.0,1.19,1010.0,1010.0
ligayan,ph,3.563854759088386,3.563854759088386,84.09,68.0,40.0,5.55,1010.0,1010.0
zvishavane,zw,-20.330040001960242,-20.330040001960242,76.03,37.0,0.0,5.08,1016.0,1016.0
neiafu,to,-18.423592454608368,-18.423592454608368,77.0,94.0,90.0,9.22,1008.0,
edmonton,ca,53.64174605783717,53.64174605783717,29.1,74.0,100.0,8.05,1020.0,
ajmer,in,26.329380974108986,26.329380974108986,102.42,6.0,0.0,9.42,1010.0,1010.0
davila,ph,18.978343092461472,18.978343092461472,86.0,70.0,20.0,8.05,1011.0,
aransas pass,us,26.797974599242067,26.797974599242067,75.51,94.0,90.0,16.11,1009.0,
aksha,ru,50.31567569278144,50.31567569278144,36.19,27.0,100.0,14.7,1008.0,1008.0
thinadhoo,mv,1.2492854396155764,1.2492854396155764,82.9,65.0,38.0,4.05,1012.0,1012.0
maumere,id,-8.395284059798428,-8.395284059798428,82.42,61.0,20.0,0.49,1010.0,1010.0
vanimo,pg,1.3274147063078203,1.3274147063078203,83.95,70.0,25.0,5.7,1009.0,1009.0
hwange,zw,-18.800084610123747,-18.800084610123747,76.77,52.0,6.0,4.92,1015.0,1015.0
bukene,tz,-4.338640476134472,-4.338640476134472,72.16,73.0,100.0,7.85,1014.0,1014.0
carlet,es,39.19109623095744,39.19109623095744,55.81,87.0,6.0,0.4,1005.0,
filadelfia,py,-23.172666957150227,-23.172666957150227,61.74,63.0,90.0,4.61,1012.0,
manuk mangkaw,ph,4.5248359236498175,4.5248359236498175,84.0,67.0,24.0,4.16,1010.0,1010.0
chifeng,cn,44.51824877199479,44.51824877199479,60.93,11.0,100.0,22.48,1005.0,1005.0
tigzirt,dz,38.04614057536753,38.04614057536753,65.64,62.0,100.0,4.18,1008.0,1008.0
kropotkin,ru,58.98003079198102,58.98003079198102,51.01,67.0,94.0,8.12,1017.0,
kabwe,zm,-14.706065193806111,-14.706065193806111,74.52,56.0,29.0,8.39,1015.0,1015.0
hirado,jp,34.42290656642466,34.42290656642466,65.79,82.0,75.0,6.91,1016.0,
blyznyuky,ua,48.72631982361651,48.72631982361651,45.82,56.0,7.0,6.11,1020.0,1020.0
luga,ru,58.797123457424476,58.797123457424476,37.13,78.0,100.0,8.28,1011.0,1011.0
puerto madero,mx,13.782045108080695,13.782045108080695,81.39,74.0,74.0,3.44,1011.0,1011.0
cabra,ph,14.286357198076956,14.286357198076956,57.0,83.0,100.0,2.28,1007.0,
shatsk,ru,53.723734848128714,53.723734848128714,44.17,60.0,84.0,16.78,1013.0,1013.0
worthington,us,43.91560818920405,43.91560818920405,64.78,55.0,1.0,5.75,1014.0,
maldonado,uy,-40.92748920402836,-40.92748920402836,50.0,93.0,20.0,3.44,1019.0,
kedrovyy,ru,58.55571087680994,58.55571087680994,57.2,44.0,40.0,13.42,1011.0,
juegang,cn,33.1727374441537,33.1727374441537,78.01,58.0,100.0,9.75,1011.0,
suntar,ru,60.91946980405484,60.91946980405484,34.7,49.0,100.0,4.14,1022.0,1022.0
la reforma,mx,24.494271663776985,24.494271663776985,64.54,88.0,0.0,2.62,1008.0,
belcesti,ro,47.23394228707633,47.23394228707633,39.33,88.0,100.0,4.0,1017.0,
oytal,kz,42.47533528457805,42.47533528457805,82.44,24.0,0.0,5.73,1015.0,1015.0
komsomolets,kz,53.520434473260735,53.520434473260735,54.52,48.0,100.0,12.06,1014.0,1014.0
sterling,us,58.41190881422145,58.41190881422145,67.42,63.0,40.0,8.05,1013.0,
seoul,kr,39.336468496935424,39.336468496935424,64.96,51.0,100.0,9.22,1016.0,
tambura,sd,6.233668010681939,6.233668010681939,84.76,51.0,63.0,5.79,1010.0,1010.0
pozo colorado,py,-23.92248424279967,-23.92248424279967,52.86,80.0,1.0,5.03,1017.0,1017.0
kiruna,se,67.00260667485296,67.00260667485296,28.4,69.0,20.0,4.61,1011.0,
kargasok,ru,60.96371040988177,60.96371040988177,43.07,93.0,100.0,7.72,1006.0,1006.0
khandagayty,ru,50.37465094351336,50.37465094351336,56.95,38.0,100.0,3.98,1011.0,1011.0
genthin,de,52.47480935723448,52.47480935723448,44.33,57.0,58.0,8.01,1008.0,
regina,ca,49.641766650922165,49.641766650922165,39.09,48.0,90.0,10.36,1013.0,
smiltene,lv,57.3053457958201,57.3053457958201,39.99,71.0,32.0,4.0,1013.0,
pandan,ph,16.637063166569433,16.637063166569433,81.66,63.0,29.0,9.04,1012.0,1012.0
mulege,mx,25.808028044399393,25.808028044399393,63.66,59.0,0.0,5.79,1013.0,1013.0
marsh harbour,bs,29.03560504229779,29.03560504229779,73.87,62.0,94.0,13.98,1019.0,1019.0
ishigaki,jp,24.831550726038643,24.831550726038643,77.0,65.0,75.0,8.05,1014.0,
anderson,us,33.985988483498915,33.985988483498915,62.35,82.0,1.0,3.44,1020.0,
maroua,cm,10.496200717915343,10.496200717915343,88.32,18.0,100.0,5.37,1008.0,1008.0
tandil,ar,-37.49750194393834,-37.49750194393834,51.01,92.0,0.0,6.71,998.0,
antakya,tr,35.98121437467634,35.98121437467634,69.8,68.0,0.0,16.11,1015.0,
ridgecrest,us,36.54665702279594,36.54665702279594,60.75,23.0,1.0,14.97,1017.0,
alliston,ca,44.22412656798065,44.22412656798065,46.47,81.0,94.0,3.44,1012.0,
qui nhon,vn,14.335589027761756,14.335589027761756,83.12,68.0,100.0,7.56,1012.0,1012.0
pacifica,us,34.01824344282146,34.01824344282146,50.32,87.0,0.0,3.0,1020.0,
uyuni,bo,-21.20994406330081,-21.20994406330081,36.3,40.0,25.0,7.45,1021.0,1021.0
callaway,us,30.426889871006864,30.426889871006864,65.89,94.0,1.0,4.9,1019.0,
taicheng,cn,22.063069527351374,22.063069527351374,56.21,12.0,100.0,22.86,1012.0,1012.0
bataipora,br,-22.08188222631965,-22.08188222631965,52.56,58.0,0.0,4.03,1015.0,1015.0
rovato,it,45.59215157044147,45.59215157044147,54.64,74.0,93.0,1.99,1009.0,
karatuzskoye,ru,52.89057388271888,52.89057388271888,41.45,97.0,100.0,6.15,1014.0,1014.0
nelidovo,ru,56.37289401210484,56.37289401210484,35.92,97.0,100.0,5.48,1013.0,1013.0
saqqez,ir,35.894321651177066,35.894321651177066,67.26,29.0,0.0,8.3,1014.0,1014.0
monster,nl,52.671071996676204,52.671071996676204,46.92,65.0,2.0,8.05,1006.0,
pantai remis,my,4.371490051428552,4.371490051428552,86.0,79.0,40.0,4.61,1010.0,
urumqi,cn,42.66490716298841,42.66490716298841,77.0,16.0,0.0,6.71,1020.0,
goshogawara,jp,41.10985495325855,41.10985495325855,60.8,55.0,75.0,14.97,1014.0,
pedernales,do,15.371620484669421,15.371620484669421,77.2,70.0,1.0,1.92,1013.0,1013.0
khani,ru,58.00835766820924,58.00835766820924,64.4,77.0,0.0,5.75,1015.0,
buin,pg,-7.310256302834048,-7.310256302834048,54.63,93.0,9.0,6.91,1016.0,
fengrun,cn,39.70231853897582,39.70231853897582,71.83,10.0,92.0,13.76,1010.0,1010.0
san lazaro,py,-22.435264057501456,-22.435264057501456,81.0,84.0,29.0,5.99,1013.0,
hibbing,us,47.89321785402893,47.89321785402893,33.8,86.0,1.0,2.98,1015.0,
ntcheu,mw,-14.909032423029146,-14.909032423029146,71.46,75.0,10.0,5.03,1017.0,1017.0
sivas,tr,39.09230623587325,39.09230623587325,53.6,54.0,0.0,8.05,1020.0,
pitimbu,br,-7.211560210347855,-7.211560210347855,75.2,94.0,20.0,3.44,1010.0,
peno,ru,56.75841956003649,56.75841956003649,37.35,80.0,100.0,7.61,1012.0,1012.0
oxford,us,34.154812743534535,34.154812743534535,42.87,93.0,90.0,9.22,1006.0,
campbell river,ca,51.45325213694983,51.45325213694983,48.18,94.0,100.0,1.77,1022.0,
muisne,ec,1.7019794343499228,1.7019794343499228,75.15,92.0,100.0,5.55,1012.0,1012.0
quijingue,br,-10.729407881733977,-10.729407881733977,71.11,88.0,100.0,5.57,1012.0,1012.0
sao sebastiao,br,-25.028120311820743,-25.028120311820743,68.59,90.0,61.0,3.74,1015.0,1015.0
laurel,us,45.66525316911742,45.66525316911742,66.99,68.0,1.0,7.43,1013.0,
andrelandia,br,-21.736850354681266,-21.736850354681266,58.48,96.0,62.0,2.98,1016.0,1016.0
puerto madryn,ar,-41.36913244333255,-41.36913244333255,63.43,53.0,100.0,13.04,1011.0,1011.0
buchanan,lr,1.0242843376538104,1.0242843376538104,73.4,94.0,40.0,3.15,1009.0,
nisia floresta,br,-3.826576748895988,-3.826576748895988,76.14,94.0,40.0,3.44,1009.0,
fengzhen,cn,40.48477068504633,40.48477068504633,53.15,13.0,100.0,21.61,1009.0,1009.0
magistralnyy,ru,55.47567864064817,55.47567864064817,35.6,49.0,100.0,11.79,1019.0,1019.0
miracema do tocantins,br,-8.777028511549304,-8.777028511549304,71.92,93.0,100.0,1.7,1009.0,1009.0
jati,id,-5.323240918825931,-5.323240918825931,95.85,31.0,69.0,15.08,1010.0,1010.0
salinas,ec,-1.7900301691159655,-1.7900301691159655,52.56,71.0,1.0,5.75,1020.0,
wagar,sd,16.32671250285314,16.32671250285314,95.65,19.0,12.0,11.81,1008.0,1008.0
roswell,us,33.62217597037653,33.62217597037653,64.94,77.0,1.0,3.44,1020.0,
yurecuaro,mx,20.334888937723534,20.334888937723534,65.82,36.0,2.0,3.06,1014.0,1014.0
mgandu,tz,-6.732918144612114,-6.732918144612114,68.97,75.0,100.0,10.38,1015.0,1015.0
bichena,et,10.77644493316592,10.77644493316592,62.37,63.0,85.0,5.64,1015.0,1015.0
khash,ir,28.2667300739314,28.2667300739314,85.62,12.0,29.0,3.02,1012.0,1012.0
urucara,br,0.1717437454954478,0.1717437454954478,71.87,99.0,100.0,0.76,1009.0,1009.0
forrest city,us,34.826583888004265,34.826583888004265,72.75,78.0,1.0,11.5,1013.0,
port shepstone,za,-32.89909962372367,-32.89909962372367,71.53,71.0,74.0,3.83,1017.0,1017.0
stodolishche,ru,54.2293149749959,54.2293149749959,38.66,89.0,100.0,9.26,1016.0,1016.0
farafangana,mg,-24.187460209869215,-24.187460209869215,77.49,77.0,9.0,0.43,1018.0,1018.0
male,mv,4.6096099728355,4.6096099728355,91.4,66.0,75.0,9.22,1012.0,
bayan,kw,28.79025795293225,28.79025795293225,54.54,28.0,83.0,17.16,1002.0,1002.0
lloydminster,ca,53.76212014363219,53.76212014363219,23.0,86.0,90.0,5.75,1018.0,
shubarshi,kz,48.09093501799731,48.09093501799731,57.76,47.0,48.0,1.61,1018.0,1018.0
atikokan,ca,48.221587429161104,48.221587429161104,37.92,94.0,100.0,3.51,1017.0,1017.0
isabela,us,21.248465667828512,21.248465667828512,84.2,74.0,75.0,6.91,1011.0,
moses lake,us,47.50086600404126,47.50086600404126,56.17,38.0,1.0,7.02,1020.0,
caborca,mx,29.960787827703243,29.960787827703243,57.0,54.0,0.0,3.0,1011.0,
ilembula,tz,-8.928251586701066,-8.928251586701066,68.97,76.0,88.0,8.41,1016.0,1016.0
gazli,uz,42.32077929140485,42.32077929140485,94.26,9.0,0.0,6.44,1011.0,1011.0
victor harbor,au,-37.24461996523374,-37.24461996523374,63.0,74.0,5.0,4.0,1022.0,
awjilah,ly,25.711703968100366,25.711703968100366,82.26,16.0,0.0,14.12,1015.0,1015.0
lake cowichan,ca,48.21926197762855,48.21926197762855,50.32,76.0,100.0,2.98,1023.0,
oga,jp,41.10929273107078,41.10929273107078,48.63,93.0,20.0,2.3,1007.0,
general pico,ar,-34.72692064463051,-34.72692064463051,54.01,88.0,0.0,7.65,1017.0,1017.0
madingou,cg,-4.2351594210532255,-4.2351594210532255,77.05,90.0,100.0,0.63,1011.0,1011.0
almaznyy,ru,63.18981732718251,63.18981732718251,50.0,76.0,40.0,6.71,1017.0,
funadhoo,mv,6.2377855632188215,6.2377855632188215,84.22,73.0,82.0,6.46,1011.0,1011.0
maracas,br,-13.080254977066772,-13.080254977066772,57.88,93.0,72.0,2.44,1014.0,1014.0
ierapetra,gr,33.678859450574535,33.678859450574535,76.01,53.0,40.0,16.11,1011.0,
khandyga,ru,64.71037523687508,64.71037523687508,33.19,100.0,100.0,1.41,1013.0,1013.0
payakumbuh,id,-0.2940284377621083,-0.2940284377621083,80.64,83.0,99.0,1.99,1011.0,1011.0
gayny,ru,60.327473308519814,60.327473308519814,42.3,79.0,100.0,2.89,1003.0,1003.0
bhind,in,26.526454516243533,26.526454516243533,109.11,5.0,0.0,7.07,1007.0,1007.0
honavar,in,14.11465532169207,14.11465532169207,92.25,55.0,0.0,9.42,1010.0,1010.0
twentynine palms,us,33.953628057101895,33.953628057101895,56.3,58.0,1.0,7.67,1017.0,
phaltan,in,17.680264266808294,17.680264266808294,97.68,17.0,0.0,5.28,1010.0,1010.0
bhag,pk,28.872420749011283,28.872420749011283,104.52,11.0,99.0,4.23,1008.0,1008.0
kyrksaeterora,no,63.19251422924353,63.19251422924353,37.33,87.0,75.0,6.91,1016.0,
dandong,cn,38.77293736143787,38.77293736143787,64.35,25.0,16.0,16.22,1012.0,1012.0
qiongshan,cn,19.614999129774915,19.614999129774915,84.2,74.0,75.0,8.95,1013.0,
chupa,ru,66.42227536313865,66.42227536313865,35.58,63.0,98.0,4.27,1009.0,1009.0
baculin,ph,7.2427399042355205,7.2427399042355205,83.21,75.0,98.0,7.45,1011.0,1011.0
villiers,za,-27.03912813725257,-27.03912813725257,65.48,27.0,1.0,2.55,1019.0,1019.0
baracoa,cu,19.88242489850549,19.88242489850549,77.65,73.0,77.0,10.04,1014.0,1014.0
ubinskoye,ru,55.3624927851987,55.3624927851987,54.39,84.0,100.0,20.18,1002.0,1002.0
ribeira brava,cv,16.54423824539846,16.54423824539846,55.04,82.0,100.0,1.99,1012.0,
hongjiang,cn,26.56466402712951,26.56466402712951,66.09,82.0,100.0,0.4,1020.0,1020.0
slave lake,ca,54.94329848279432,54.94329848279432,21.2,93.0,90.0,4.61,1018.0,
yulin,cn,22.269868959977984,22.269868959977984,74.32,84.0,100.0,10.16,1014.0,1014.0
grandview,us,45.54336368738882,45.54336368738882,66.52,83.0,1.0,10.36,1010.0,
ekhabi,ru,53.988962970327464,53.988962970327464,31.87,78.0,100.0,14.38,1015.0,1015.0
kijang,id,0.7558703138024754,0.7558703138024754,71.6,49.0,0.0,16.11,1014.0,
veinticinco de mayo,ar,-35.62579039136647,-35.62579039136647,52.0,62.0,0.0,6.22,1022.0,
